model,model_id,turbine_id,archive,probe_date,http_status,error,returned_hours,available_variable_counts,earliest_nonnull_in_probe,latest_nonnull_in_probe,nominal_offset_hours,run_lead_hours,has_nonnull_values,returned_latitude,returned_longitude,response_metadata_fields,source_run_proven,publication_time_proven,exact_point_in_time_proven,fixed_lead_method_accepted,coverage_scope,cache_key,request_url
gfs,gfs_global,turbine_2,previous_runs,2025-01-01,200,,24,"{""relative_humidity_2m_previous_day1"": 24, ""relative_humidity_2m_previous_day2"": 24, ""surface_pressure_previous_day1"": 24, ""surface_pressure_previous_day2"": 24, ""temperature_2m_previous_day1"": 24, ""temperature_2m_previous_day2"": 24, ""wind_direction_100m_previous_day1"": 24, ""wind_direction_100m_previous_day2"": 24, ""wind_direction_10m_previous_day1"": 24, ""wind_direction_10m_previous_day2"": 24, ""wind_gusts_10m_previous_day1"": 24, ""wind_gusts_10m_previous_day2"": 24, ""wind_speed_100m_previous_day1"": 24, ""wind_speed_100m_previous_day2"": 24, ""wind_speed_10m_previous_day1"": 24, ""wind_speed_10m_previous_day2"": 24}",2025-01-01T00:00,2025-01-01T23:00,24;48,,True,43.638138,78.515625,latitude;longitude;generationtime_ms;utc_offset_seconds;timezone;timezone_abbreviation;elevation,False,False,False,True,sampled_dates_only_not_global_archive_bounds,855b0bd36dd6d2dc79674fffda47662e11e95026db7ff960b5e169335e26ad97,https://previous-runs-api.open-meteo.com/v1/forecast?end_date=2025-01-01&hourly=wind_speed_10m_previous_day1%2Cwind_speed_10m_previous_day2%2Cwind_speed_100m_previous_day1%2Cwind_speed_100m_previous_day2%2Cwind_direction_10m_previous_day1%2Cwind_direction_10m_previous_day2%2Cwind_direction_100m_previous_day1%2Cwind_direction_100m_previous_day2%2Ctemperature_2m_previous_day1%2Ctemperature_2m_previous_day2%2Csurface_pressure_previous_day1%2Csurface_pressure_previous_day2%2Crelative_humidity_2m_previous_day1%2Crelative_humidity_2m_previous_day2%2Cwind_gusts_10m_previous_day1%2Cwind_gusts_10m_previous_day2&latitude=43.643198&longitude=78.538828&models=gfs_global&start_date=2025-01-01&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
gfs,gfs_global,turbine_2,previous_runs,2026-02-01,200,,24,"{""relative_humidity_2m_previous_day1"": 24, ""relative_humidity_2m_previous_day2"": 24, ""surface_pressure_previous_day1"": 24, ""surface_pressure_previous_day2"": 24, ""temperature_2m_previous_day1"": 24, ""temperature_2m_previous_day2"": 24, ""wind_direction_100m_previous_day1"": 24, ""wind_direction_100m_previous_day2"": 24, ""wind_direction_10m_previous_day1"": 24, ""wind_direction_10m_previous_day2"": 24, ""wind_gusts_10m_previous_day1"": 24, ""wind_gusts_10m_previous_day2"": 24, ""wind_speed_100m_previous_day1"": 24, ""wind_speed_100m_previous_day2"": 24, ""wind_speed_10m_previous_day1"": 24, ""wind_speed_10m_previous_day2"": 24}",2026-02-01T00:00,2026-02-01T23:00,24;48,,True,43.638138,78.515625,latitude;longitude;generationtime_ms;utc_offset_seconds;timezone;timezone_abbreviation;elevation,False,False,False,True,sampled_dates_only_not_global_archive_bounds,410d35826939d45cef26e38b8cfa0baee83f07379cdaf59535d22f704161e834,https://previous-runs-api.open-meteo.com/v1/forecast?end_date=2026-02-01&hourly=wind_speed_10m_previous_day1%2Cwind_speed_10m_previous_day2%2Cwind_speed_100m_previous_day1%2Cwind_speed_100m_previous_day2%2Cwind_direction_10m_previous_day1%2Cwind_direction_10m_previous_day2%2Cwind_direction_100m_previous_day1%2Cwind_direction_100m_previous_day2%2Ctemperature_2m_previous_day1%2Ctemperature_2m_previous_day2%2Csurface_pressure_previous_day1%2Csurface_pressure_previous_day2%2Crelative_humidity_2m_previous_day1%2Crelative_humidity_2m_previous_day2%2Cwind_gusts_10m_previous_day1%2Cwind_gusts_10m_previous_day2&latitude=43.643198&longitude=78.538828&models=gfs_global&start_date=2026-02-01&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_1,single_runs,2023-03-11,400,"The requested model run is not available. Model: dwd_icon, run: 2023-03-11T00:00Z",0,{},,,,,False,,,error;reason,False,False,False,False,sampled_dates_only_not_global_archive_bounds,bc35b14eaa8e0283960471941228d68a0acbbb7fd76b79943aca2d1719b5e193,https://single-runs-api.open-meteo.com/v1/forecast?forecast_hours=49&hourly=wind_speed_10m%2Cwind_speed_100m%2Cwind_direction_10m%2Cwind_direction_100m%2Ctemperature_2m%2Csurface_pressure%2Crelative_humidity_2m%2Cwind_gusts_10m&latitude=43.64515&longitude=78.535604&models=icon_global&run=2023-03-11T00%3A00&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_1,single_runs,2025-01-01,400,"The requested model run is not available. Model: dwd_icon, run: 2025-01-01T00:00Z",0,{},,,,,False,,,error;reason,False,False,False,False,sampled_dates_only_not_global_archive_bounds,9888f34726cce6d0669339f52084511f73fb674dc7c566a4ce5a0076d47d4581,https://single-runs-api.open-meteo.com/v1/forecast?forecast_hours=49&hourly=wind_speed_10m%2Cwind_speed_100m%2Cwind_direction_10m%2Cwind_direction_100m%2Ctemperature_2m%2Csurface_pressure%2Crelative_humidity_2m%2Cwind_gusts_10m&latitude=43.64515&longitude=78.535604&models=icon_global&run=2025-01-01T00%3A00&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_1,single_runs,2026-02-01,400,"The requested model run is not available. Model: dwd_icon, run: 2026-02-01T00:00Z",0,{},,,,,False,,,reason;error,False,False,False,False,sampled_dates_only_not_global_archive_bounds,a65de5cfd17367282d8a8457a45632d74688a380e9e4d1759e68aaca35aa10ac,https://single-runs-api.open-meteo.com/v1/forecast?forecast_hours=49&hourly=wind_speed_10m%2Cwind_speed_100m%2Cwind_direction_10m%2Cwind_direction_100m%2Ctemperature_2m%2Csurface_pressure%2Crelative_humidity_2m%2Cwind_gusts_10m&latitude=43.64515&longitude=78.535604&models=icon_global&run=2026-02-01T00%3A00&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_1,previous_runs,2023-03-11,200,,24,"{""relative_humidity_2m_previous_day1"": 0, ""relative_humidity_2m_previous_day2"": 0, ""surface_pressure_previous_day1"": 0, ""surface_pressure_previous_day2"": 0, ""temperature_2m_previous_day1"": 0, ""temperature_2m_previous_day2"": 0, ""wind_direction_100m_previous_day1"": 0, ""wind_direction_100m_previous_day2"": 0, ""wind_direction_10m_previous_day1"": 0, ""wind_direction_10m_previous_day2"": 0, ""wind_gusts_10m_previous_day1"": 0, ""wind_gusts_10m_previous_day2"": 0, ""wind_speed_100m_previous_day1"": 0, ""wind_speed_100m_previous_day2"": 0, ""wind_speed_10m_previous_day1"": 0, ""wind_speed_10m_previous_day2"": 0}",,,,,False,43.625,78.5,latitude;longitude;generationtime_ms;utc_offset_seconds;timezone;timezone_abbreviation;elevation,False,False,False,True,sampled_dates_only_not_global_archive_bounds,e8e49239e6eff5687ffe2dc4eb50cd6f4eab80e87fb7db7bcfd70aa62e273bbe,https://previous-runs-api.open-meteo.com/v1/forecast?end_date=2023-03-11&hourly=wind_speed_10m_previous_day1%2Cwind_speed_10m_previous_day2%2Cwind_speed_100m_previous_day1%2Cwind_speed_100m_previous_day2%2Cwind_direction_10m_previous_day1%2Cwind_direction_10m_previous_day2%2Cwind_direction_100m_previous_day1%2Cwind_direction_100m_previous_day2%2Ctemperature_2m_previous_day1%2Ctemperature_2m_previous_day2%2Csurface_pressure_previous_day1%2Csurface_pressure_previous_day2%2Crelative_humidity_2m_previous_day1%2Crelative_humidity_2m_previous_day2%2Cwind_gusts_10m_previous_day1%2Cwind_gusts_10m_previous_day2&latitude=43.64515&longitude=78.535604&models=icon_global&start_date=2023-03-11&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_1,previous_runs,2025-01-01,200,,24,"{""relative_humidity_2m_previous_day1"": 24, ""relative_humidity_2m_previous_day2"": 24, ""surface_pressure_previous_day1"": 24, ""surface_pressure_previous_day2"": 24, ""temperature_2m_previous_day1"": 24, ""temperature_2m_previous_day2"": 24, ""wind_direction_100m_previous_day1"": 24, ""wind_direction_100m_previous_day2"": 24, ""wind_direction_10m_previous_day1"": 24, ""wind_direction_10m_previous_day2"": 24, ""wind_gusts_10m_previous_day1"": 24, ""wind_gusts_10m_previous_day2"": 24, ""wind_speed_100m_previous_day1"": 24, ""wind_speed_100m_previous_day2"": 24, ""wind_speed_10m_previous_day1"": 24, ""wind_speed_10m_previous_day2"": 24}",2025-01-01T00:00,2025-01-01T23:00,24;48,,True,43.625,78.5,latitude;longitude;generationtime_ms;utc_offset_seconds;timezone;timezone_abbreviation;elevation,False,False,False,True,sampled_dates_only_not_global_archive_bounds,1695108ecb77827e0cbf9ddebd10e796e4227fb51a6db446570a598d4382c719,https://previous-runs-api.open-meteo.com/v1/forecast?end_date=2025-01-01&hourly=wind_speed_10m_previous_day1%2Cwind_speed_10m_previous_day2%2Cwind_speed_100m_previous_day1%2Cwind_speed_100m_previous_day2%2Cwind_direction_10m_previous_day1%2Cwind_direction_10m_previous_day2%2Cwind_direction_100m_previous_day1%2Cwind_direction_100m_previous_day2%2Ctemperature_2m_previous_day1%2Ctemperature_2m_previous_day2%2Csurface_pressure_previous_day1%2Csurface_pressure_previous_day2%2Crelative_humidity_2m_previous_day1%2Crelative_humidity_2m_previous_day2%2Cwind_gusts_10m_previous_day1%2Cwind_gusts_10m_previous_day2&latitude=43.64515&longitude=78.535604&models=icon_global&start_date=2025-01-01&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_1,previous_runs,2026-02-01,200,,24,"{""relative_humidity_2m_previous_day1"": 24, ""relative_humidity_2m_previous_day2"": 24, ""surface_pressure_previous_day1"": 24, ""surface_pressure_previous_day2"": 24, ""temperature_2m_previous_day1"": 24, ""temperature_2m_previous_day2"": 24, ""wind_direction_100m_previous_day1"": 24, ""wind_direction_100m_previous_day2"": 24, ""wind_direction_10m_previous_day1"": 24, ""wind_direction_10m_previous_day2"": 24, ""wind_gusts_10m_previous_day1"": 24, ""wind_gusts_10m_previous_day2"": 24, ""wind_speed_100m_previous_day1"": 24, ""wind_speed_100m_previous_day2"": 24, ""wind_speed_10m_previous_day1"": 24, ""wind_speed_10m_previous_day2"": 24}",2026-02-01T00:00,2026-02-01T23:00,24;48,,True,43.625,78.5,latitude;longitude;generationtime_ms;utc_offset_seconds;timezone;timezone_abbreviation;elevation,False,False,False,True,sampled_dates_only_not_global_archive_bounds,a3e13caf8c08ae66029d7323c86eb39e40e62a2c4f86ea063b0a2ac25fc49f2a,https://previous-runs-api.open-meteo.com/v1/forecast?end_date=2026-02-01&hourly=wind_speed_10m_previous_day1%2Cwind_speed_10m_previous_day2%2Cwind_speed_100m_previous_day1%2Cwind_speed_100m_previous_day2%2Cwind_direction_10m_previous_day1%2Cwind_direction_10m_previous_day2%2Cwind_direction_100m_previous_day1%2Cwind_direction_100m_previous_day2%2Ctemperature_2m_previous_day1%2Ctemperature_2m_previous_day2%2Csurface_pressure_previous_day1%2Csurface_pressure_previous_day2%2Crelative_humidity_2m_previous_day1%2Crelative_humidity_2m_previous_day2%2Cwind_gusts_10m_previous_day1%2Cwind_gusts_10m_previous_day2&latitude=43.64515&longitude=78.535604&models=icon_global&start_date=2026-02-01&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_2,single_runs,2023-03-11,400,"The requested model run is not available. Model: dwd_icon, run: 2023-03-11T00:00Z",0,{},,,,,False,,,error;reason,False,False,False,False,sampled_dates_only_not_global_archive_bounds,6f4f1e9e462af054808bac4e46cc33729dd23fb10380a8a9323351aa1e957790,https://single-runs-api.open-meteo.com/v1/forecast?forecast_hours=49&hourly=wind_speed_10m%2Cwind_speed_100m%2Cwind_direction_10m%2Cwind_direction_100m%2Ctemperature_2m%2Csurface_pressure%2Crelative_humidity_2m%2Cwind_gusts_10m&latitude=43.643198&longitude=78.538828&models=icon_global&run=2023-03-11T00%3A00&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_2,single_runs,2025-01-01,400,"The requested model run is not available. Model: dwd_icon, run: 2025-01-01T00:00Z",0,{},,,,,False,,,error;reason,False,False,False,False,sampled_dates_only_not_global_archive_bounds,a62df957be19af54d31dd7482f468c555f955726d738bdc9b04e7fcc1532c6ef,https://single-runs-api.open-meteo.com/v1/forecast?forecast_hours=49&hourly=wind_speed_10m%2Cwind_speed_100m%2Cwind_direction_10m%2Cwind_direction_100m%2Ctemperature_2m%2Csurface_pressure%2Crelative_humidity_2m%2Cwind_gusts_10m&latitude=43.643198&longitude=78.538828&models=icon_global&run=2025-01-01T00%3A00&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_2,single_runs,2026-02-01,400,"The requested model run is not available. Model: dwd_icon, run: 2026-02-01T00:00Z",0,{},,,,,False,,,reason;error,False,False,False,False,sampled_dates_only_not_global_archive_bounds,89de83eba270fdb6310f6f6c77e087f2198dcc3bc89968d500de6491db0e3465,https://single-runs-api.open-meteo.com/v1/forecast?forecast_hours=49&hourly=wind_speed_10m%2Cwind_speed_100m%2Cwind_direction_10m%2Cwind_direction_100m%2Ctemperature_2m%2Csurface_pressure%2Crelative_humidity_2m%2Cwind_gusts_10m&latitude=43.643198&longitude=78.538828&models=icon_global&run=2026-02-01T00%3A00&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_2,previous_runs,2023-03-11,200,,24,"{""relative_humidity_2m_previous_day1"": 0, ""relative_humidity_2m_previous_day2"": 0, ""surface_pressure_previous_day1"": 0, ""surface_pressure_previous_day2"": 0, ""temperature_2m_previous_day1"": 0, ""temperature_2m_previous_day2"": 0, ""wind_direction_100m_previous_day1"": 0, ""wind_direction_100m_previous_day2"": 0, ""wind_direction_10m_previous_day1"": 0, ""wind_direction_10m_previous_day2"": 0, ""wind_gusts_10m_previous_day1"": 0, ""wind_gusts_10m_previous_day2"": 0, ""wind_speed_100m_previous_day1"": 0, ""wind_speed_100m_previous_day2"": 0, ""wind_speed_10m_previous_day1"": 0, ""wind_speed_10m_previous_day2"": 0}",,,,,False,43.625,78.5,latitude;longitude;generationtime_ms;utc_offset_seconds;timezone;timezone_abbreviation;elevation,False,False,False,True,sampled_dates_only_not_global_archive_bounds,08c7957a67d41e2c150f092bf295c147bd5b4ce9d6d67146c84c528a88b5b417,https://previous-runs-api.open-meteo.com/v1/forecast?end_date=2023-03-11&hourly=wind_speed_10m_previous_day1%2Cwind_speed_10m_previous_day2%2Cwind_speed_100m_previous_day1%2Cwind_speed_100m_previous_day2%2Cwind_direction_10m_previous_day1%2Cwind_direction_10m_previous_day2%2Cwind_direction_100m_previous_day1%2Cwind_direction_100m_previous_day2%2Ctemperature_2m_previous_day1%2Ctemperature_2m_previous_day2%2Csurface_pressure_previous_day1%2Csurface_pressure_previous_day2%2Crelative_humidity_2m_previous_day1%2Crelative_humidity_2m_previous_day2%2Cwind_gusts_10m_previous_day1%2Cwind_gusts_10m_previous_day2&latitude=43.643198&longitude=78.538828&models=icon_global&start_date=2023-03-11&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_2,previous_runs,2025-01-01,200,,24,"{""relative_humidity_2m_previous_day1"": 24, ""relative_humidity_2m_previous_day2"": 24, ""surface_pressure_previous_day1"": 24, ""surface_pressure_previous_day2"": 24, ""temperature_2m_previous_day1"": 24, ""temperature_2m_previous_day2"": 24, ""wind_direction_100m_previous_day1"": 24, ""wind_direction_100m_previous_day2"": 24, ""wind_direction_10m_previous_day1"": 24, ""wind_direction_10m_previous_day2"": 24, ""wind_gusts_10m_previous_day1"": 24, ""wind_gusts_10m_previous_day2"": 24, ""wind_speed_100m_previous_day1"": 24, ""wind_speed_100m_previous_day2"": 24, ""wind_speed_10m_previous_day1"": 24, ""wind_speed_10m_previous_day2"": 24}",2025-01-01T00:00,2025-01-01T23:00,24;48,,True,43.625,78.5,latitude;longitude;generationtime_ms;utc_offset_seconds;timezone;timezone_abbreviation;elevation,False,False,False,True,sampled_dates_only_not_global_archive_bounds,bd9bcf3e5362dc51816c196cf66ec65e13371a5b0db3af83fbcbcfac21187a28,https://previous-runs-api.open-meteo.com/v1/forecast?end_date=2025-01-01&hourly=wind_speed_10m_previous_day1%2Cwind_speed_10m_previous_day2%2Cwind_speed_100m_previous_day1%2Cwind_speed_100m_previous_day2%2Cwind_direction_10m_previous_day1%2Cwind_direction_10m_previous_day2%2Cwind_direction_100m_previous_day1%2Cwind_direction_100m_previous_day2%2Ctemperature_2m_previous_day1%2Ctemperature_2m_previous_day2%2Csurface_pressure_previous_day1%2Csurface_pressure_previous_day2%2Crelative_humidity_2m_previous_day1%2Crelative_humidity_2m_previous_day2%2Cwind_gusts_10m_previous_day1%2Cwind_gusts_10m_previous_day2&latitude=43.643198&longitude=78.538828&models=icon_global&start_date=2025-01-01&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
icon,icon_global,turbine_2,previous_runs,2026-02-01,200,,24,"{""relative_humidity_2m_previous_day1"": 24, ""relative_humidity_2m_previous_day2"": 24, ""surface_pressure_previous_day1"": 24, ""surface_pressure_previous_day2"": 24, ""temperature_2m_previous_day1"": 24, ""temperature_2m_previous_day2"": 24, ""wind_direction_100m_previous_day1"": 24, ""wind_direction_100m_previous_day2"": 24, ""wind_direction_10m_previous_day1"": 24, ""wind_direction_10m_previous_day2"": 24, ""wind_gusts_10m_previous_day1"": 24, ""wind_gusts_10m_previous_day2"": 24, ""wind_speed_100m_previous_day1"": 24, ""wind_speed_100m_previous_day2"": 24, ""wind_speed_10m_previous_day1"": 24, ""wind_speed_10m_previous_day2"": 24}",2026-02-01T00:00,2026-02-01T23:00,24;48,,True,43.625,78.5,latitude;longitude;generationtime_ms;utc_offset_seconds;timezone;timezone_abbreviation;elevation,False,False,False,True,sampled_dates_only_not_global_archive_bounds,b58a57e46d91c0cd12c8a57c193f25208c962cbd887c9a2545299a5a96b00377,https://previous-runs-api.open-meteo.com/v1/forecast?end_date=2026-02-01&hourly=wind_speed_10m_previous_day1%2Cwind_speed_10m_previous_day2%2Cwind_speed_100m_previous_day1%2Cwind_speed_100m_previous_day2%2Cwind_direction_10m_previous_day1%2Cwind_direction_10m_previous_day2%2Cwind_direction_100m_previous_day1%2Cwind_direction_100m_previous_day2%2Ctemperature_2m_previous_day1%2Ctemperature_2m_previous_day2%2Csurface_pressure_previous_day1%2Csurface_pressure_previous_day2%2Crelative_humidity_2m_previous_day1%2Crelative_humidity_2m_previous_day2%2Cwind_gusts_10m_previous_day1%2Cwind_gusts_10m_previous_day2&latitude=43.643198&longitude=78.538828&models=icon_global&start_date=2026-02-01&temperature_unit=celsius&timezone=GMT&wind_speed_unit=ms
